# ra decl redshift T90
-2.310343473422591665e-01 6.445552932346102493e-01 4.366702116194180583e+00 9.762677467297571354e+00
-2.910928448861632933e+00 -5.147259184991331837e-01 6.652430055113460750e-01 6.828591171272100802e+00
2.388293170080952876e+00 -9.221179679741745572e-01 1.743875366564683116e+00 1.175869917760833339e+01
-5.033665549447779997e-01 -6.141772962491478527e-01 1.659023309170551741e+00 7.276832752965326279e+01
-1.648920445509927779e+00 -1.164221261862215862e+00 2.947889521899595078e+00 4.424408939657059059e-01
-1.067086268216314471e+00 -1.309795170636211648e+00 8.309043086400611511e-01 3.120885996384350847e+02
-2.918808109686942043e+00 6.675138141881946652e-01 6.147068105961850382e-01 1.423597696080102253e+02
-9.382448195481344344e-01 -8.299222676563582368e-01 4.813676510524546259e+00 2.059685478977086248e+01
-1.711326922481497814e-01 2.581906295039833668e-02 7.675841818068303013e-01 1.567617066759726896e+01
-9.590836884826936526e-01 8.599682819925381638e-01 2.143636703723671211e+00 1.660150684180317171e+02
-1.542011231198347598e+00 8.680886249141468447e-01 1.562592301080408141e+00 2.692383140134804265e+01
2.373782040408597638e+00 -5.029162899442598741e-03 2.796638244105704274e+00 3.745141369291497568e+01
-1.766752538617737178e+00 -3.008958354256540124e-01 2.839659893946949065e+00 3.429510859543005719e+00
3.001158599854800713e+00 1.677438729993394398e-02 2.068339315955766367e+00 3.741199373769842396e+01
2.553036817730406582e+00 -9.816218054643238711e-01 8.945096415936651946e-01 1.680255256682587373e+01
2.970951428244037462e+00 2.150739236870304882e-01 5.383593571021333402e-01 4.958252508584401141e+01
5.637293411952444266e-01 1.166933622391079561e+00 1.292150803940986803e+00 1.218850381448273446e+01
-1.875900366668445729e+00 -1.107425286176833557e-01 6.124078532230470273e-01 1.600801334191741887e+01
-1.179798665031053684e+00 -7.759496561879885013e-01 9.082211019214202485e-01 1.770614776291652603e+01
-1.304645078552566506e+00 -2.586389153576581501e-01 2.449347139721055888e-01 3.329208363974829865e+01
2.541791810750090974e+00 -4.428427025279879081e-01 1.124720567924508696e+00 1.062858374698482180e+02
-2.078050753592030730e+00 -1.264329470981653047e+00 1.288729595703794972e+00 3.651732762991183279e+01
6.740070645447483466e-01 -2.172549941965405684e-02 7.501473691694793278e-01 6.995762930956918035e-01
-1.223580865938115991e+00 9.978662034845607876e-01 8.852087700080648602e-01 2.582914236333208180e+01
-1.852125492250257466e+00 8.392956935768795812e-02 1.083991923782572586e+00 3.896972146772374579e+00
-8.730082749739456194e-01 -2.526788644261806493e-01 6.499717067259264347e+00 6.407874412138311326e-01
-6.673258638964434386e-01 4.751197915963523144e-01 4.983123995638117698e+00 1.578096206891455289e+01
1.339509129171113200e+00 8.751494318018558927e-01 1.412332005086849973e+00 2.142003562839653596e-01
2.376960002649917136e+00 -1.005553265321422529e+00 6.178873367203650879e+00 4.273382325711465057e+01
-8.531906309507947261e-02 -2.580373313696255333e-01 1.408495861327156762e+00 3.394051703570697498e+01
-1.890068053024618777e+00 1.668491991076104242e-02 3.875378071121326595e+00 3.306229509631738779e+02
-3.493869813743731290e-01 -1.251336885007297672e+00 1.400635661912900343e+00 3.332800336931786012e-01
-1.900327750946236627e+00 -7.364007985824713165e-01 4.846865071658954527e-01 6.250428718025066166e-01
-1.078892157008628061e+00 -4.053784237582451766e-01 4.971743306212719204e-01 7.303839198573010094e+01
-2.269516334680053760e+00 4.986483253930900084e-01 1.463127087357954048e+00 2.996997286587201259e+01
2.348927292567630776e+00 8.253977044799176710e-01 1.278140794060920848e+00 3.290668624088887717e-01
-6.070977438170803708e-01 2.192403129057146349e-01 8.296328923662489307e-01 3.333335050892374340e+01
9.719634282847758877e-01 -2.936455067963993359e-01 1.584791346317230953e+00 1.186130497078299051e+01
1.774359914782287717e+00 -6.680516005381069711e-01 3.409208523598280749e+00 1.686200800796624577e+01
-1.263106338921905714e+00 2.287267094740285944e-01 2.168450110381334728e+00 7.021146955897702435e-01
2.782521270252870327e+00 -8.318827314142067664e-01 4.049082294330103693e+00 1.300474667527935502e+01
1.482049606706778766e+00 -1.437372199758457203e+00 1.241454687593340100e+00 4.263061038009816883e+01
-1.224031039259427356e+00 -1.972392842115631983e-01 5.873152634066150846e+00 3.247666151773172771e+01
-1.520137791508961111e+00 -1.420557530932879065e+00 1.013596167556001237e+00 1.025597388115180877e+02
6.618811869941937376e-01 -1.093483593544908983e+00 2.102265252198090906e+00 1.070408611166596273e+02
1.513279177273756604e+00 9.407948320372679918e-01 1.730660715217405610e+00 2.497018228011544494e+01
-2.396896828719506711e+00 -9.079248624062859208e-02 2.672951760866554061e+00 3.368030530629836505e+01
-1.951870382474888643e+00 4.047418095935429450e-01 1.164721715399066770e+00 1.047452902837683331e+00
2.357245581711142624e-01 1.015369146278947143e+00 1.592337741253732064e+00 8.030298556309734437e+00
1.065772904763528039e+00 -3.418319687684002739e-01 1.643229622877391938e+00 8.744468868331872757e-01
-1.637753239761201351e+00 -1.188723142343754979e-01 1.789366052036005239e-01 6.145869537508441027e+01
-2.671851919550778831e+00 7.540625257337288945e-01 1.192819699683825840e+00 4.944788978214715769e+01
2.657902339613458675e+00 6.108043476867457411e-01 1.044913125036381896e+00 4.031894965601926373e+01
2.258131698749419325e+00 -1.291127382862763850e+00 7.671986644173676151e-01 1.383209131843051409e+01
-2.119328817752682781e+00 -3.710141433277400203e-01 7.762533808443755623e-01 4.419176119806277059e-02
2.119806714145668014e+00 9.960671356181931280e-02 7.402586029691474723e-01 1.988621382876315025e+01
1.362510716837815217e+00 -6.385685087493898626e-01 2.984831663081034314e+00 3.613376597822499292e+01
2.888643234203635224e+00 -6.372051783478794862e-01 8.781000053930385629e-01 3.437793408930251360e+01
1.753007256335041619e+00 -7.737728398465095747e-01 1.045700883918198487e+00 3.892603063178495404e+01
-1.184822021896693167e+00 1.046907778013349777e+00 2.290230922698750948e+00 1.000095794753311296e+01
-1.527053194627727040e+00 -4.337063480856416797e-01 4.165571602423793429e+00 1.501310753974169820e+01
-2.922485585954681109e-01 -7.821745091111436121e-01 1.413835431419133259e+00 3.914747230240885334e-01
-1.011720852943507110e+00 -8.375024139674925872e-01 1.549486448199147270e+00 3.892547728470742641e+01
-4.693404062345806760e-01 -2.370097728549951446e-02 4.729641989829881932e-01 4.861821455833114314e+00
1.590968176654641519e+00 -1.137405716831355607e+00 1.587626074907884988e+00 2.428792143646725243e+00
-1.296041734581087512e+00 -8.054153171311345671e-01 2.927758581206615141e+00 2.309918788370902121e+01
-2.985005558586304009e+00 9.175950513993585966e-02 2.040940793062598235e+00 3.627302411987317754e+01
2.897809861323907832e+00 -9.008267511066011535e-01 3.655659148427406802e+00 6.614596559318361813e+01
-3.646789311065531947e-01 2.920156518247253308e-01 6.720005670412230181e-01 9.983479813737005770e+01
-1.529898536509346707e+00 1.309704509015816809e+00 8.065636102135232965e-01 1.086048011991073281e+01
-2.350484491990615155e+00 4.908287037654111562e-01 1.239362568567218270e+00 1.667853558564373628e+01
-2.043684813576792436e+00 1.179111913727761030e+00 6.187371569075700295e-01 2.083681425529551632e+02
-5.668054017720486337e-01 1.822737046538074612e-01 3.297905908077340964e+00 1.077169220893937851e+00
-1.163488309912963592e+00 -1.061088238361459712e+00 1.855062554431913924e+00 8.509167234319859219e+00
-2.544526586378745847e+00 6.227573153747365531e-01 2.410424417246177065e+00 1.637088556038946194e+02
-1.391403085513296833e+00 -5.608490989854184594e-01 1.735532974879077317e+00 1.474015775911402493e+01
1.222600028673312744e+00 5.377489551280838498e-01 2.064876382036936686e+00 7.986451684602815515e-01
-1.293332621277925920e+00 6.149835940674270862e-01 1.408846085578340457e+00 8.299758180926505302e-01
-9.881146531718241199e-01 -5.785863777717682455e-01 5.816208892046269563e-01 2.397714151164000782e+02
1.048154360593661627e+00 1.218635980309815542e-01 1.566473612727033338e+00 5.990656717723955182e+01
2.228668267526929536e-01 8.488549268290215277e-01 1.399177801149859679e+00 2.082964523163425952e+01
-3.114000381497392222e+00 -7.108503208717952271e-01 2.081981855359312572e+00 7.968576213199549813e-03
9.071034361890456532e-01 3.903184761147737158e-01 4.503169584582637497e-01 3.873888995169936234e+00
-1.128696503380835381e+00 -4.502077654674370710e-01 2.229367031061411542e+00 7.041852318179927295e+01
2.800768010154379706e+00 7.948828105554449630e-01 1.856467075427276348e-01 2.337298199955041156e+01
-7.825833911328078374e-01 8.332319042151856148e-03 1.525452388911237467e+00 1.870964747571024489e+00
2.277663019374839948e+00 1.039327478778729219e+00 1.223491785717531144e+00 2.226349301498911757e+02
-2.598323672353954894e+00 4.435889165392591926e-01 4.033297925596546207e+00 4.122845335191122729e+01
9.414383752574134734e-01 5.559678722316704347e-01 2.807119411925679930e+00 3.900104514226988783e+01
-1.949774063617523590e+00 1.853461045250304751e-01 2.934445648485436653e+00 8.011533313154623670e+01
-2.879646539279254736e+00 3.918767010483317215e-01 1.001280729590115604e+00 2.791624950625059665e+00
-2.262441580421327814e+00 1.281890524061763681e-01 3.708524381226606659e-01 1.869215651908879039e+01
-1.378029474986843139e+00 -1.101369218148435358e+00 1.536626984428757670e+00 1.988864978383639937e+01
2.810680145138150454e+00 -8.270821694857451167e-02 9.982743761344187172e-01 2.110442944683669497e-01
2.447879972115496461e+00 2.863067087374137620e-01 1.041392326169909843e+00 2.939262366972044305e+01
-1.531540661858080909e+00 -9.879787265873645197e-01 1.415545331293300180e+00 2.437764135534535370e+01
-7.802460707228028869e-02 -1.750299679336265180e-01 8.053526741332825978e-01 1.003880953132618004e+02
1.013419594355149833e+00 7.774067308548841815e-02 1.758818316315587105e-01 1.919737002563481809e+01
2.541985064238228009e+00 -3.141435839065002122e-01 3.341890855586878040e+00 7.504907833266391037e+01
-9.961639534612403146e-01 -3.121702523045790170e-02 1.340615708448058552e-01 1.942862893162492810e+01
-2.217395777587539918e+00 5.128879687882736960e-01 2.027975504933428930e+00 8.105299970285418709e+00
-2.651469553331023299e+00 6.375104566004649032e-01 7.867283333715858751e-01 4.057894214079977857e-01
-2.235519649252363017e+00 9.737119962141287388e-01 2.197878132925349615e+00 3.229135565240823524e+01
4.545620389773861736e-01 6.405697211379878242e-01 2.656016111743315200e+00 2.255299202607585940e+01
3.711864720223257974e-01 -3.751313077292119380e-01 4.081146768681093162e-01 4.890397840333262280e+01
-2.913803587073174661e+00 -3.467892455859492573e-01 1.936390841546652863e+00 1.309563308533751922e+02
2.148416951884102311e-01 1.045671630352455472e-01 5.360372163963393000e+00 4.666553854965210917e+02
-8.996457274456304276e-01 9.476221097846035044e-03 2.937467108751932177e+00 1.733331271512897942e+01
3.084986297350725160e+00 -4.421035261210716771e-01 9.427929482889679802e-01 1.897678350037405082e+01
-2.125060227184646600e+00 9.330790311684331595e-01 2.625475209307481794e+00 1.481209772530182534e+01
1.130397975461309823e+00 3.525470494318037051e-01 1.198532613119387413e+00 2.577535116756197731e+00
4.006402931064966810e-01 1.514989415546329210e-01 4.749551483464207635e+00 1.836470501557059265e+01
-1.430478200941214251e+00 -3.131435184685404383e-01 3.152441095366712354e+00 4.598617706836611063e+01
-2.645879920678896546e+00 -8.244043570859111991e-01 3.217334514506002829e+00 8.248586028966377626e+01
-1.545832056196603688e+00 -4.246534716462181946e-01 4.328141642721093918e-01 5.818483859604262953e+00
-2.216750488540586872e+00 -9.100213294718518808e-01 2.714949508981801429e+00 1.188676997849006156e+01
-9.951471122460168184e-01 -4.492276658387737154e-01 3.617064720023254853e+00 1.352838704609216336e+02
-1.923670165141542654e+00 8.062995358688500591e-01 1.388579360178882505e+00 3.151335213862497753e+01
-7.613382690125229946e-01 -5.102423348364523159e-01 6.728992448465153098e-01 2.789290060480650979e+01
1.788522697288099206e+00 1.100051401687196367e-01 2.217911559713823533e-01 5.846661225663785100e-01
1.885152536674702617e+00 -1.237016968496139846e+00 2.020351327443380640e+00 8.181669129364279058e+01
1.669683278763741674e+00 1.218425653649473972e+00 1.795338928224192498e+00 1.405775378885824622e+01
-2.319693173894543659e+00 1.017289742389815510e+00 2.173211820084019141e+00 4.355454673228027218e+01
-1.135294180980483736e+00 -6.690724650865058354e-02 6.142602930297491604e+00 4.494112961579328669e+01
6.075897039965898472e-01 1.346588034582774096e+00 1.493227475511803792e+00 1.767159770952572018e+01
4.081275884414813926e-01 8.515711894371770230e-01 3.310217400490107043e+00 6.347016585875816475e+01
-1.253973307210646482e+00 8.555473083637026022e-02 4.006535498658492789e-01 2.528679495938358812e+01
2.859908093516275507e+00 8.605027983849030671e-01 1.463979926760081429e-01 3.011790231131127271e+01
2.702469927329838484e+00 1.284575458354706878e+00 2.910203016804935761e+00 2.239455436103671104e+01
2.792462011845360692e+00 8.328186459600745994e-01 2.438953526970894181e+00 1.126858481908423073e+02
-2.946380862331099859e+00 8.536640337273154744e-01 7.126291315725656883e-01 8.009450779180566471e+00
1.938556035994877913e+00 -8.969398503451851967e-01 1.836033155490019997e+00 4.613546622153009480e+01
3.104099806966356567e+00 6.320814851971197079e-01 9.018031159233245164e-01 5.422788515839347667e+01
1.470462360540818691e+00 -7.774249708500189371e-01 2.047506981150830185e+00 4.423951083087278846e+01
1.060444056665870161e+00 -2.687000050291072362e-01 2.749987885923774300e+00 5.880096740701522862e+01
-2.227637084679935597e+00 5.598563665732746442e-01 1.846494807651958725e+00 5.074042619809129295e-01
2.889425769818810164e+00 -1.222194319363653303e+00 1.928181363348334121e-01 2.112611521227510281e+00
2.497946300548185228e+00 -9.387948374558429121e-01 1.133655802158847647e+00 1.014121099991115216e+01
-2.435240007110901939e+00 1.496906219975681629e-01 7.050271892653345862e-01 1.612076345336382488e+01
-1.141136963233218699e-01 -5.535812691261128293e-01 1.258782005677272942e+00 2.614463582361263505e+01
-2.525647202108056266e+00 -8.561661221783914977e-01 4.968060096458247976e+00 5.311683900362031974e-01
-1.220922531118157517e+00 2.639237372381842972e-01 3.833749423779475030e-01 1.324497881594829352e+01
1.336141770327668343e+00 2.121264501037367634e-01 9.607690076453443417e-01 2.559010252229589355e+02
-1.629304955754879103e+00 2.701381730724443098e-01 1.905840885942468033e+00 3.910390189383837622e+01
-2.134368003925770196e+00 2.702821469713228009e-01 1.623271688316586747e+00 2.450361848718116775e+01
8.077367186471900995e-01 -7.588898533563954996e-02 2.949821135607895162e+00 6.694229457360207469e+00
-7.695467663044349704e-01 3.223822237105403166e-01 7.797058581762382756e-01 3.496013368129851084e-01
1.647963868781702423e+00 -1.509173500870018447e+00 2.960036701248106361e+00 2.379252189923743988e+00
-6.286266720479287418e-02 9.074573128108153197e-01 3.278125901040767065e+00 1.604534836192829346e+02
1.941987508877858870e+00 -1.099734045347573241e+00 4.664412120030255737e-01 2.674179696881120449e+01
-2.658224282222339419e+00 -8.248042557118842044e-01 3.141429537617998591e+00 2.643031362026116540e+02
2.532451283751917970e+00 7.553760863119877156e-01 1.661569794612394624e+00 4.008674450111058718e+00
-5.405772273978174391e-01 4.771565510198070847e-01 2.763282121563391591e+00 3.829393866768275312e-01
-2.834990423083964206e+00 -1.419383534670540237e-01 3.840984797461211020e+00 4.723380266704886865e-01
2.508139444709346577e+00 -1.089021953328523917e+00 7.121957173411928466e+00 5.659860449366669144e+01
2.780593639084477431e+00 6.754361334062702893e-01 1.196443657999218813e+00 2.854348636441788489e+00
-8.580212070894641663e-01 -4.686152162827750822e-01 2.449384796635201422e-01 6.814862068865078726e+00
6.936854687026233757e-01 -3.616187101541120108e-01 1.309357283017627438e+00 2.726810506612393326e+01
-1.247412115744979566e+00 -6.988621984251550678e-01 7.535237586458064518e-01 7.127092894308959536e+00
1.674699252855938347e+00 6.517903822363524391e-02 2.361187724154140799e+00 5.108119524449590898e+01
1.592603494214550830e+00 -1.624465321025943543e-01 1.656003182896676140e+00 2.799826729099216038e+01
-6.344620879515627809e-02 -2.890797870034128025e-01 1.095594495289452741e+00 7.301366275927059779e-02
2.065266841631412387e+00 1.962165435823784720e-01 9.496057880697617026e-01 6.483948054995418886e+01
-2.423843068028753045e+00 -1.227785961519495678e-01 7.150330186208017080e-01 1.641223260497822167e+01
2.990355336647012141e+00 -2.732913416112149330e-01 1.552538448068199628e+00 1.453373828820819469e+01
-1.962197740096193854e+00 -5.752760118053273919e-01 2.129981851904830137e+00 2.345220274142946693e+01
1.900634441776955619e+00 3.984117541724969125e-01 7.712318224401246702e-01 2.063420715474532230e+01
-7.543640807928637670e-01 2.870801447212485979e-01 2.269413630920884106e+00 1.671833426093991903e+01
7.835744260069008593e-01 7.515999959786697771e-01 1.571901431182736841e+00 5.106279959981866057e+01
-1.425754342715956691e+00 -5.323860060983875986e-01 5.788171135620020502e-01 3.518290214982990705e+01
2.542587457918476623e+00 4.369219060234373897e-01 8.141694984837073434e+00 1.596940653309750076e+02
-7.021577137116551126e-02 1.430293071342261690e+00 3.236883715611603485e+00 3.916767545663614403e+00
-9.466274771487098727e-01 -9.144948728691546513e-01 3.048631292191610886e-01 2.686154955005045863e+01
-5.673299229866203275e-01 2.114877937946144093e-01 6.456389766106912509e-01 7.362582941303817563e+01
1.416816924944688250e+00 -2.826863404626017706e-01 1.646517614245012862e+00 5.102680501009378418e+02
2.481950476218887758e+00 -8.126511073759032922e-01 1.574837239723057225e+00 7.432729009183031366e+00
2.399017656138686672e+00 -8.195501455583874550e-01 9.192294790658174231e-01 2.535263872004052566e+00
-2.576998166760316789e+00 3.915962196383712679e-02 1.188833759819146518e+00 1.454148170281303187e+01
-5.413438587676903113e-01 -2.394419865172261741e-01 1.302255441461418473e+00 1.870424104937475684e+00
2.730130213257153216e+00 -6.359471450179517982e-01 5.328297953650512397e+00 5.133007292775014463e+01
2.162276710999068818e+00 -1.009947532126399539e+00 4.616333564400291856e+00 4.338365165449503991e+01
-3.002530327468441396e+00 -6.034441751904085632e-02 2.768782781938096349e+00 2.616453086227937419e+01
2.164127770781656412e+00 3.641569918985368415e-01 7.901203835389276897e-02 9.893744620723595062e+00
-3.628265814578484072e-01 -1.098740674316727839e+00 3.196490390075295451e+00 1.229225469782472047e+01
-2.028052650066556772e+00 -5.777901099351384975e-03 8.040913568022872715e-01 8.699500792506995595e+00
2.340921458277051226e+00 2.213933917644209104e-01 1.278759716362308785e+00 9.463447090842136333e+01
-2.102131030001903156e+00 -5.981652442309609574e-01 1.427506742243435989e+00 5.564544753216622119e+00
5.081068712474710036e-01 2.580259129973763721e-01 1.614906054813270764e+00 6.949628631194782713e+01
2.276189813027907682e+00 3.081193651246873499e-01 3.838208713393234550e+00 5.100338323862703582e+00
2.704491887238426262e+00 -1.084160504743548081e+00 7.573894621611865219e-01 4.393194563555068299e+01
-6.201112790982176576e-02 8.767511151277451731e-01 1.526966458273528504e+00 1.067542329490525077e+01
2.687031931563207632e+00 5.685753768869996616e-01 3.786476151942629098e+00 1.820190930372023530e+01
2.613790737301043277e-01 8.449184969370573395e-01 9.397086916276669033e-01 1.644681371600490039e+01
-3.485672231192585291e-01 -1.873975277396287276e-01 1.021809553623860278e+00 4.558120725153553821e+01
-4.187179923541207716e-01 4.584696069760261783e-01 1.027094840472589032e+00 2.666558282177684536e+00
5.071494241815834858e-01 3.493284364351339488e-01 4.451457681422427370e+00 1.725331169216164540e+01
2.848777188619206591e+00 -6.267372484214936978e-01 1.327826446672707439e+00 9.655770399831970963e+01
-2.018282796745661578e+00 2.048694156632900054e-01 8.957811760706681170e+00 1.395898296888711059e+02
2.406678769773402671e+00 3.508406686141281594e-01 9.988377625359402545e-01 8.332050310165808327e-01
-8.341708885830309006e-01 8.776177835956476825e-01 4.239009988829272046e-01 2.585584306042356388e+02
2.562027696768948370e+00 -5.527703757996001860e-02 1.175263131281522488e+00 4.139801233787410695e+01
1.384010548722106160e+00 9.711226799106084107e-01 3.920530372968960564e-01 6.193256792158086199e+01
2.445300484069468094e+00 1.020458018228447145e-01 9.310073406193946077e-01 8.395990990633217166e+01
-2.978823850566016951e+00 1.095049180412288881e-01 3.231426402758281746e-01 5.885683123802242456e+00
1.827558852584513005e+00 6.777680461819072244e-01 1.275134172850648229e+00 9.944052243674349256e+01
2.700284058851891267e+00 1.324492297335181590e+00 1.782472310695175866e+00 4.328093504034507433e+00
-1.963893598724012257e+00 -9.890437801574049059e-01 6.462598393665854868e-01 3.734292290817990523e+00
-2.816015332425723550e+00 -3.478187888843271014e-01 5.993985560435504567e+00 5.283861897407480512e+01
9.793871880223470328e-01 -9.887520281173209913e-01 4.785885284439548748e+00 1.615667289790869932e+00
5.716009363012177769e-01 9.770296402881150089e-01 2.227797698366674961e+00 7.417183706439620039e+01
-5.672930860206105708e-01 1.252352289427364651e+00 3.466038961684603681e+00 2.956287971721722130e+01
2.672471842420179655e+00 -2.044352167439357770e-01 8.022353430715384093e+00 2.914914622898474761e+01
6.686381192854641276e-01 6.803819452529683565e-01 3.451916822380788119e+00 8.676413270943589495e+00
-2.328812657236272177e+00 1.235135312905267568e+00 2.626798378328053296e+00 1.553592399578300274e+02
-2.925528683477290670e+00 4.726049707379493814e-01 1.961953913352618484e+00 6.569746151325753658e+01
-1.303958517952612306e+00 -3.934776955827757883e-01 1.455428455225976636e+00 1.158946096941566806e+00
1.005698199801410953e+00 -1.681096758002054714e-01 1.509517962634953525e+00 1.899806320793226533e+01
1.681100681713644684e+00 -1.944474937186930208e-01 4.546252030094390051e+00 1.336259460579402081e+01
1.268202737884163600e+00 1.083064641723511468e+00 4.069147119266244145e-02 2.506556749742821211e+01
2.475062711574106178e+00 -4.786888325259057442e-02 1.933091451683538020e+00 2.495919790055546983e+01
-1.139042768719585430e+00 1.191877344516880211e+00 1.939561443783079042e+00 2.409017499112797793e+02
2.052692844843400088e+00 4.045404600612681478e-01 5.256677835754146599e+00 5.521547970489023527e+01
1.563150110484679667e+00 -2.897590068158853449e-02 2.144491346854294100e+00 2.125646061693116096e+00
-2.208265698602465577e+00 -7.474540869308365920e-01 5.253415666784898574e-01 2.448658687021606966e+02
1.739502357423732049e+00 -6.470255998985328105e-01 7.629884327658486010e-01 5.123677785329465273e+00
1.960565727473101205e+00 -5.022203029783870454e-01 2.108332337809298185e+00 8.669240099475851480e+01
-1.863553125247997544e+00 -1.479406517107164420e+00 2.850223576766159006e+00 2.612053282307137536e+01
1.326503650801389878e+00 1.156171781424670808e+00 5.773409034278961238e-01 1.264551322618136453e+01
1.582397421947894456e+00 -7.017555597403403178e-01 1.504363372381796404e+00 2.810125260314775275e+01
2.568118338883709217e+00 2.781512934217390542e-01 1.223869281003058390e-01 1.502504958299633131e+01
-2.065853436559898171e+00 -7.292963904241125395e-01 1.704453529295862912e+00 3.047591686336284411e+01
-1.995319704057211263e+00 -8.429387993268034895e-01 6.196219766061283885e+00 4.378131979752084568e+00
-1.685455344287765111e+00 -5.021265214397458987e-01 1.008939682409805805e+00 2.153757317667418292e+01
-2.260167632351372191e+00 -3.769114921362683446e-01 2.343750194376260920e-01 9.472865594832012448e+01
-6.649441477899691311e-01 -3.040551012639399753e-01 2.941135714731878403e-01 1.222610250936293941e+00
-1.309213971412197974e+00 9.356156541471852828e-01 1.689564723777934319e+00 3.385407220214831980e+00
9.806364482015232920e-01 4.024756076424108042e-01 2.011803724926079173e+00 1.793271815713536554e+01
-2.902815205176640490e+00 -6.174972235700626477e-01 4.507859038559440812e+00 6.092662309380171060e+00
-1.127622475902099186e+00 -3.067706427213499620e-01 1.021126074550318341e+00 2.785215193453865012e+01
-7.716224064357473100e-01 -2.392947102396935505e-02 1.520043883682290042e+00 1.104179272219699897e+02
2.168712174627475342e+00 -8.464651903802683508e-02 4.392205186299936059e+00 8.558799154524011854e+00
-2.160005069713479386e+00 3.642544355878741813e-01 1.442320587473872928e+00 1.813624250547431771e+01
-1.468678763449153601e+00 1.093755355347381109e-01 5.145342517193056686e+00 4.890295220875827908e+01
-2.247400957027994473e+00 9.356908563288440783e-01 1.317954316048360441e+00 4.793995039556812721e+00
1.597675511217226285e+00 -6.531267865544060358e-01 1.423232742842554632e+00 3.545517091175015167e+01
-7.115492456756977724e-01 6.646673050896562129e-01 9.410157259191095358e-01 8.157179305054301111e+00
-2.002981022933939315e+00 7.545926794093245071e-01 3.378167780108288110e+00 7.429271399846719248e+01
1.002046355153981994e+00 9.681347651983834846e-01 9.054816705718919945e-01 1.913235787795811049e+01
-1.189975130303859263e+00 -9.369901504309517959e-01 3.104906833191605653e+00 3.143017679643183016e+01
1.720386257663771845e+00 -9.506197217361255225e-01 8.455414027221470619e-01 1.050609251389585381e+02
2.594047716487805300e+00 7.410707675106709136e-01 3.449108185080318911e+00 5.921722185313907971e+01
1.370440944636425851e+00 -3.939278874424884114e-01 1.235408546985223399e+00 6.494297524626847462e+01
2.760885032362251357e-01 1.639186814138646198e-01 5.921845542419088559e+00 1.232435927043192976e+02
-2.053452378270090861e+00 -9.649518961327163691e-01 5.925171488078568860e-01 1.371486717990787030e+00
3.460238101311091663e-01 -9.093622454793115484e-01 6.312143894779539410e-01 2.123371393792877981e+01
2.360609480468060628e+00 1.374493766755851665e+00 3.936025589490473653e+00 9.092027357019509282e+01
-2.554670441160070027e+00 6.147020339733649807e-01 3.046958606920096013e-01 1.846262360447594020e+01
-1.601928150352315949e+00 -7.396210614923366400e-01 2.077849844633672394e+00 9.776161587811973419e+00
1.844698676189448605e+00 6.324725616730257904e-01 8.071138695311075750e+00 9.762873923081592409e+00
-1.815638601467420399e+00 5.818290917157287190e-01 4.291540953883992593e+00 3.592745280274858288e+01
1.605967319501194313e+00 -8.214489112344892652e-01 1.261504028351668749e+00 1.173959399581135088e+01
-2.231797044296513377e+00 4.626073542932179761e-01 5.204109098247646781e-01 2.137635297099788723e+00
-1.945735550452699358e-01 9.681288544618277259e-01 1.255062141072557758e+00 1.377147341200063124e+02
-2.360215703358690686e-01 -5.728047948158609959e-01 4.016053550374378278e-01 2.653617786900767683e+01
-2.551449259728666430e+00 -6.312398212336334247e-01 1.810836683621748433e+00 3.501504222596611426e-01
-2.992949619670283834e+00 8.833667102355722764e-03 2.639185739717778478e+00 1.242918273843429011e+00
-2.267795394489462879e+00 3.445600066422237484e-01 1.439419600257034304e+00 1.629069710316902331e+01
-6.471409608767688670e-01 -4.021844651274243398e-01 2.260809424849841154e+00 1.348833797815464379e+02
3.006300355886888376e+00 -4.436244784137333141e-01 3.592941820598280156e+00 2.551396260417198292e+01
2.348345236902948052e+00 1.161367893160678788e+00 5.594391863597997450e+00 1.043926393985366019e+01
1.004987767831947654e+00 -9.413248341720369394e-01 3.958723198243119801e-01 4.825222210906155595e+01
4.817623050757771086e-01 -5.664669115846507896e-01 2.258208603661524094e+00 1.306425956606346972e+01
1.876058262854092495e+00 5.927043017620146070e-01 5.055209135244491669e-01 8.237900642923912642e+01
2.589933843392663526e+00 -8.713397316626768363e-02 3.093402041256475554e-01 6.836210707598706904e+01
-3.050687738976889829e+00 1.934531184874303533e-01 4.795399212416499579e-01 9.796568643661084375e-01
-2.948953166918728108e+00 6.534176025180829517e-02 7.313995516144944364e-01 4.065912910672756198e+01
-2.941841430209627628e+00 1.102924433091950540e+00 2.013306942372382391e+00 5.059775479965825662e-01
-2.820267762617244767e+00 -7.076818574372411019e-01 3.249972632318501198e+00 1.961171404788489525e+01
-2.346677156981004320e+00 2.300087563627568887e-01 7.388581095401172139e-01 1.378934317929710396e+01
1.554446091467620028e-01 4.713640041239507972e-01 1.112161861275237085e+00 2.154040429714615357e+01
8.486384289748981347e-02 -1.059587691940153953e-01 2.475510822612798201e+00 2.532779486747600828e+01
-1.168911706618540602e+00 1.199679569146417241e-01 4.632120046423749748e+00 7.256095669293625150e+00
2.987431796283733121e+00 -1.292273851559542885e+00 5.951620055609566862e+00 2.812958308823813169e+01
2.990033688816727597e+00 1.690281105847173393e-01 1.075378847875643196e+00 1.243430247618689144e+01
-1.602049313848941337e+00 9.632349907972925784e-01 5.325754411799374921e-01 7.039238256508423319e+01
